year,round,pick,player,position,school,last name,first name
1992,1,6,Tom Gugliotta,PF,NC State,Gugliotta,Tom
1992,1,7,Walt Williams,SF,Maryland,Williams,Walt
1992,1,8,Todd Day,SG,Arkansas,Day,Todd
1992,1,9,Clarence Weatherspoon,PF,Southern Miss,Weatherspoon,Clarence
1992,1,10,Adam Keefe,PF,Stanford,Keefe,Adam
1992,1,11,Robert Horry,SF,Alabama,Horry,Robert
1992,1,12,Harold Miner,SG,USC,Miner,Harold
1992,1,13,Bryant Stith,SG,Virginia,Stith,Bryant
1992,1,14,Malik Sealy,SF,St. John's,Sealy,Malik
1992,1,15,Anthony Peeler,SG,Missouri,Peeler,Anthony
1992,1,16,Randy Woods,PG,La Salle,Woods,Randy
1992,1,17,Doug Christie,SG,Pepperdine,Christie,Doug
1992,1,18,Tracy Murray,SF,UCLA,Murray,Tracy
1992,1,19,Don MacLean,PF,UCLA,MacLean,Don
1992,1,20,Hubert Davis,SG,North Carolina,Davis,Hubert
1992,1,21,Jon Barry,SG,Georgia Tech,Barry,Jon
1992,1,22,Oliver Miller,C,Arkansas,Miller,Oliver
1992,1,23,Lee Mayberry,PG,Arkansas,Mayberry,Lee
1992,1,24,Latrell Sprewell,SG,Alabama,Sprewell,Latrell
1992,1,25,Elmore Spencer,C,UNLV,Spencer,Elmore
1992,1,26,Dave Johnson,SF,Syracuse,Johnson,Dave
1992,1,27,Byron Houston,PF,Oklahoma State,Houston,Byron
1992,2,28,Marlon Maxey,PF,UTEP,Maxey,Marlon
1992,2,29,P. J. Brown,PF,Louisiana Tech,Brown,P. J.
1992,2,30,Sean Rooks,PF/C,Arizona,Rooks,Sean
1992,2,31,Reggie Smith,C,TCU,Smith,Reggie
1992,2,32,Brent Price,G,Oklahoma,Price,Brent
1992,2,33,Corey Williams,G,Oklahoma State,Williams,Corey
1992,2,34,Chris Smith,G,Connecticut,Smith,Chris
1992,2,35,Tony Bennett,G,Wisconsin Green Bay,Bennett,Tony
1992,2,36,Duane Cooper,G,USC,Cooper,Duane
1992,2,37,Isaiah Morris,F,Arkansas,Morris,Isaiah
1992,2,38,Elmer Bennett,G,Notre Dame,Bennett,Elmer
1992,2,39,Litterial Green,G,Georgia,Green,Litterial
1992,2,40,Steve Rogers,SG/SF,Alabama State,Rogers,Steve
1992,2,41,Popeye Jones,F,Murray State,Jones,Popeye
1992,2,42,Matt Geiger,C,Georgia Tech,Geiger,Matt
1992,2,43,Predrag DaniloviÄ‡,SG,"KK Partizan,Yugoslavia",DaniloviÄ‡,Predrag
1992,2,44,Henry Williams,G,UNC-Charlotte,Williams,Henry
1992,2,45,Chris King,F,Wake Forest,King,Chris
1992,2,46,Robert Werdann,C,St. John's,Werdann,Robert
1992,2,47,Darren Morningstar,C,Pittsburgh,Morningstar,Darren
1992,2,48,Brian Davis,F/G,Duke,Davis,Brian
1992,2,49,Ron Ellis,PF,Louisiana Tech,Ellis,Ron
1992,2,50,Matt Fish,F,UNC-Wilmington,Fish,Matt
1992,2,51,Tim Burroughs,PF,Jacksonville,Burroughs,Tim
1992,2,52,Matt Steigenga,F,Michigan State,Steigenga,Matt
1992,2,53,Curtis Blair,PG,Richmond,Blair,Curtis
1992,2,54,Brett Roberts,SF,Morehead State,Roberts,Brett
1989,1,1,Pervis Ellison,PF,Louisville,Ellison,Pervis
1989,1,2,Danny Ferry,PF,Duke,Ferry,Danny
1989,1,3,Sean Elliott,SF/SG,Arizona,Elliott,Sean
1989,1,4,Glen Rice,SF,Michigan,Rice,Glen
1989,1,5,J. R. Reid,PF/C,North Carolina,Reid,J. R.
1989,1,6,Stacey King,C,Oklahoma,King,Stacey
1989,1,7,George McCloud,SG/SF,Florida State,McCloud,George
1989,1,8,Randy White,PF,Louisiana Tech,White,Randy
1989,1,9,Tom Hammonds,PF/C,Georgia Tech,Hammonds,Tom
1989,1,10,Pooh Richardson,PG,UCLA,Richardson,Pooh
1989,1,11,Nick Anderson,SF/SG,Illinois,Anderson,Nick
1989,1,12,Mookie Blaylock,PG,Oklahoma,Blaylock,Mookie
1989,1,13,Michael Smith,PF,BYU,Smith,Michael
1989,1,14,Tim Hardaway*,PG,UTEP,Hardaway*,Tim
1989,1,15,Todd Lichti,SG,Stanford,Lichti,Todd
1989,1,16,Dana Barros,PG,Boston College,Barros,Dana
1989,1,17,Shawn Kemp,PF/C,Trinity Valley CC,Kemp,Shawn
1989,1,18,B. J. Armstrong,PG,Iowa,Armstrong,B. J.
1989,1,19,Kenny Payne,PF,Louisville,Payne,Kenny
1989,1,20,Jeff Sanders,PF/C,Georgia Southern,Sanders,Jeff
1989,1,21,Blue Edwards,SF/SG,East Carolina,Edwards,Blue
1989,1,22,Byron Irvin,SG,Missouri,Irvin,Byron
1989,1,23,Roy Marble,SG/SF,Iowa,Marble,Roy
1989,1,24,Anthony Cook,PF/C,Arizona,Cook,Anthony
1989,1,25,John Morton,PG,Seton Hall,Morton,John
1989,1,26,Vlade Divac,C,KK Partizan,Divac,Vlade
1989,1,27,Kenny Battle,PF,Illinois,Battle,Kenny
1989,2,28,Sherman Douglas,G,Syracuse,Douglas,Sherman
1989,2,29,Dyron Nix,F,Tennessee,Nix,Dyron
1989,2,30,Frank Kornet,F,Vanderbilt,Kornet,Frank
1989,2,31,Jeff Martin,G,Murray State,Martin,Jeff
1989,2,32,Stanley Brundy,F,DePaul,Brundy,Stanley
1989,2,33,Jay Edwards,G,Indiana,Edwards,Jay
1989,2,34,Gary Leonard,C,Missouri,Leonard,Gary
1989,2,35,Pat Durham,F,Colorado State,Durham,Pat
1989,2,36,Cliff Robinson,PF/C,Connecticut,Robinson,Cliff
1989,2,37,Michael Ansley,F,Alabama,Ansley,Michael
1989,2,38,Doug West,G/F,Villanova,West,Doug
1989,2,39,Ed Horton,PF/C,Iowa,Horton,Ed
1989,2,40,Dino RaÄ‘a,PF,KK Split,RaÄ‘a,Dino
1989,2,41,Doug Roth,C,Tennessee,Roth,Doug
1989,2,42,Michael Cutright,SG,McNeese State,Cutright,Michael
1989,2,43,Chucky Brown,PF,North Carolina State,Brown,Chucky
1989,2,44,Reggie Cross,PF,Hawaii,Cross,Reggie
1989,2,45,Scott Haffner,G,Evansville,Haffner,Scott
1989,2,46,Ricky Blanton,F,LSU,Blanton,Ricky
1989,2,47,Reggie Turner,SF,UAB,Turner,Reggie
1989,2,48,Junie Lewis,PG,South Alabama,Lewis,Junie
1989,2,49,Haywoode Workman,G,Oral Roberts,Workman,Haywoode
1989,2,50,Brian Quinnett,F,Washington State,Quinnett,Brian
1989,2,51,Mike Morrison,G,Loyola ,Morrison,Mike
1989,2,52,Greg Grant,G,Trenton State,Grant,Greg
1989,2,53,Jeff Hodge,SG,South Alabama,Hodge,Jeff
1989,2,54,Toney Mack,SG,Georgia,Mack,Toney
1990,1,1,Derrick Coleman,PF/C,Syracuse,Coleman,Derrick
1990,1,2,Gary Payton,PG,Oregon State,Payton,Gary
1990,1,3,Chris Jackson,PG,LSU,Jackson,Chris
1990,1,4,Dennis Scott,SG/SF,Georgia Tech,Scott,Dennis
1990,1,5,Kendall Gill,SG,Illinois,Gill,Kendall
1990,1,6,Felton Spencer,C,Louisville,Spencer,Felton
1990,1,7,Lionel Simmons,SF,La Salle,Simmons,Lionel
1990,1,8,Bo Kimble,SG,Loyola Marymount,Kimble,Bo
1990,1,9,Willie Burton,SG,Minnesota,Burton,Willie
1990,1,10,Rumeal Robinson,PG,Michigan,Robinson,Rumeal
1990,1,11,Tyrone Hill,PF,Xavier,Hill,Tyrone
1990,1,12,Alec Kessler,PF,Georgia,Kessler,Alec
1990,1,13,Loy Vaught,PF,Michigan,Vaught,Loy
1990,1,14,Travis Mays,PG,Texas,Mays,Travis
1990,1,15,Dave Jamerson,SG,Ohio,Jamerson,Dave
1990,1,16,Terry Mills,SF,Michigan,Mills,Terry
1990,1,17,Jerrod Mustaf,F/C,Maryland,Mustaf,Jerrod
1990,1,18,Duane Causwell,C,Temple,Causwell,Duane
1990,1,19,Dee Brown,SG,Jacksonville,Brown,Dee
1990,1,20,Gerald Glass,SF/SG,Ole Miss,Glass,Gerald
1990,1,21,Jayson Williams,PF/C,St. John's,Williams,Jayson
1990,1,22,Tate George,SG,Connecticut,George,Tate
1990,1,23,Anthony Bonner,PF/SF,Saint Louis,Bonner,Anthony
1990,1,24,Dwayne Schintzius,C,Florida,Schintzius,Dwayne
1990,1,25,Alaa Abdelnaby,PF,Duke,Abdelnaby,Alaa
1990,1,26,Lance Blanks,PG/SG,Texas,Blanks,Lance
1990,1,27,Elden Campbell,PF/C,Clemson,Campbell,Elden
1990,2,28,Les Jepsen,C,Iowa,Jepsen,Les
1990,2,29,Toni KukoÄ,SF,KK Split,KukoÄ,Toni
1990,2,30,Carl Herrera,PF,Houston,Herrera,Carl
1990,2,31,Negele Knight,G,Dayton,Knight,Negele
1990,2,32,Brian Oliver,G,Georgia Tech,Oliver,Brian
1990,2,33,Walter Palmer,C/F,Dartmouth,Palmer,Walter
1990,2,34,Kevin Pritchard,G,Kansas,Pritchard,Kevin
1990,2,35,Greg Foster,F/C,UTEP,Foster,Greg
1990,2,36,Trevor Wilson,F,UCLA,Wilson,Trevor
1990,2,37,A.J. English,G,Virginia Union,English,A.J.
1990,2,38,Jud Buechler,F/G,Arizona,Buechler,Jud
1990,2,39,Steve Scheffler,C/F,Purdue,Scheffler,Steve
1990,2,40,Bimbo Coles,G,Virginia Tech,Coles,Bimbo
1990,2,41,Steve Bardo,G,Illinois,Bardo,Steve
1990,2,42,Marcus Liberty,F,Illinois,Liberty,Marcus
1990,2,43,Tony Massenburg,F,Maryland,Massenburg,Tony
1990,2,44,Steve Henson,G,Kansas State,Henson,Steve
1990,2,45,Antonio Davis,F/C,UTEP,Davis,Antonio
1990,2,46,Kenny Williams,F,Elizabeth City State,Williams,Kenny
1990,2,47,Derek Strong,F,Xavier,Strong,Derek
1990,2,48,Cedric Ceballos,F,Cal State Fullerton,Ceballos,Cedric
1990,2,49,Phil Henderson,SG,Duke,Henderson,Phil
1990,2,50,MiloÅ¡ BabiÄ‡,C,Tennessee Tech,BabiÄ‡,MiloÅ¡
1990,2,51,Tony Smith,G,Marquette,Smith,Tony
1990,2,52,Stefano Rusconi,PF/C,Ranger Varese,Rusconi,Stefano
1990,2,53,Abdul Shamsid-Deen,C,Providence,Shamsid-Deen,Abdul
1990,2,54,Sean Higgins,G/F,Michigan,Higgins,Sean
